dataset,probe_id,gene_symbol
GSE23959,3284213,ITGB1
GSE23959,3284214,ITGB1
GSE23959,3284215,ITGB1
GSE23959,3284217,ITGB1
GSE23959,3284218,ITGB1
GSE23959,3284221,ITGB1
GSE23959,3284230,ITGB1
GSE23959,3284232,ITGB1
GSE23959,3284303,NRP1
GSE23959,3284304,NRP1
GSE23959,3284305,NRP1
GSE23959,3284309,NRP1
GSE23959,3284310,NRP1
GSE23959,3284317,NRP1
GSE23959,3284324,NRP1
GSE23959,3284332,NRP1
GSE23959,3284333,NRP1
GSE23959,3284334,NRP1
GSE23959,3284335,NRP1
GSE23959,3284337,NRP1
GSE23959,3284338,NRP1
GSE23959,3284341,NRP1
GSE23959,3284346,NRP1
GSE23959,3284349,NRP1
GSE23959,3284351,NRP1
GSE23959,3284368,NRP1
GSE23959,3284370,NRP1
GSE23959,3284373,NRP1
GSE23959,3284374,NRP1
GSE23959,3284377,NRP1
GSE23959,3284411,NRP1
GSE23959,3284414,NRP1
GSE23959,3299507,ACTA2
GSE23959,3299508,ACTA2
GSE23959,3299513,ACTA2
GSE23959,3299517,ACTA2
GSE23959,3299520,ACTA2
GSE23959,3299521,ACTA2
GSE23959,3299527,ACTA2
GSE23959,3299531,ACTA2
GSE23959,3299534,ACTA2
GSE23959,3322777,LDHA
GSE23959,3322803,LDHA
GSE23959,3350832,TAGLN
GSE23959,3350833,TAGLN
GSE23959,3350837,TAGLN
GSE23959,3350838,TAGLN
GSE23959,3350840,TAGLN
GSE23959,3350841,TAGLN
GSE23959,3350842,TAGLN
GSE23959,3350843,TAGLN
GSE23959,3350844,TAGLN
GSE23959,3350845,TAGLN
GSE23959,3350846,TAGLN
GSE23959,3373640,APLNR
GSE23959,3373643,APLNR
GSE23959,3373644,APLNR
GSE23959,3373646,APLNR
GSE23959,3373647,APLNR
GSE23959,3373648,APLNR
GSE23959,3396204,ROBO4
GSE23959,3396205,ROBO4
GSE23959,3396207,ROBO4
GSE23959,3396209,ROBO4
GSE23959,3396212,ROBO4
GSE23959,3396213,ROBO4
GSE23959,3396216,ROBO4
GSE23959,3396217,ROBO4
GSE23959,3396220,ROBO4
GSE23959,3396222,ROBO4
GSE23959,3396224,ROBO4
GSE23959,3396225,ROBO4
GSE23959,3396228,ROBO4
GSE23959,3396229,ROBO4
GSE23959,3396231,ROBO4
GSE23959,3396235,ROBO4
GSE23959,3396236,ROBO4
GSE23959,3396237,ROBO4
GSE23959,3396238,ROBO4
GSE23959,3396240,ROBO4
GSE23959,3396242,ROBO4
GSE23959,3441687,VWF
GSE23959,3441689,VWF
GSE23959,3441691,VWF
GSE23959,3441693,VWF
GSE23959,3441695,VWF
GSE23959,3441696,VWF
GSE23959,3441699,VWF
GSE23959,3441700,VWF
GSE23959,3441701,VWF
GSE23959,3441702,VWF
GSE23959,3441706,VWF
GSE23959,3441709,VWF
GSE23959,3441711,VWF
GSE23959,3441712,VWF
GSE23959,3441715,VWF
GSE23959,3441716,VWF
GSE23959,3441719,VWF
GSE23959,3441720,VWF
GSE23959,3441721,VWF
GSE23959,3441724,VWF
GSE23959,3441747,VWF
GSE23959,3441748,VWF
GSE23959,3441749,VWF
GSE23959,3441754,VWF
GSE23959,3441759,VWF
GSE23959,3441763,VWF
GSE23959,3441764,VWF
GSE23959,3441766,VWF
GSE23959,3441767,VWF
GSE23959,3441768,VWF
GSE23959,3441769,VWF
GSE23959,3441776,VWF
GSE23959,3441778,VWF
GSE23959,3441779,VWF
GSE23959,3441780,VWF
GSE23959,3441785,VWF
GSE23959,3441788,VWF
GSE23959,3441791,VWF
GSE23959,3441793,VWF
GSE23959,3441799,VWF
GSE23959,3441800,VWF
GSE23959,3441801,VWF
GSE23959,3441805,VWF
GSE23959,3441807,VWF
GSE23959,3441808,VWF
GSE23959,3441809,VWF
GSE23959,3456733,ITGA5
GSE23959,3456734,ITGA5
GSE23959,3456735,ITGA5
GSE23959,3456736,ITGA5
GSE23959,3456737,ITGA5
GSE23959,3456739,ITGA5
GSE23959,3456741,ITGA5
GSE23959,3456742,ITGA5
GSE23959,3456743,ITGA5
GSE23959,3456745,ITGA5
GSE23959,3456746,ITGA5
GSE23959,3456748,ITGA5
GSE23959,3456750,ITGA5
GSE23959,3456752,ITGA5
GSE23959,3456753,ITGA5
GSE23959,3456754,ITGA5
GSE23959,3456758,ITGA5
GSE23959,3456759,ITGA5
GSE23959,3456760,ITGA5
GSE23959,3456762,ITGA5
GSE23959,3456765,ITGA5
GSE23959,3456766,ITGA5
GSE23959,3456767,ITGA5
GSE23959,3456768,ITGA5
GSE23959,3456770,ITGA5
GSE23959,3456772,ITGA5
GSE23959,3456775,ITGA5
GSE23959,3456780,ITGA5
GSE23959,3456781,ITGA5
GSE23959,3465276,DCN
GSE23959,3465278,DCN
GSE23959,3465279,DCN
GSE23959,3465280,DCN
GSE23959,3465281,DCN
GSE23959,3465282,DCN
GSE23959,3465283,DCN
GSE23959,3465284,DCN
GSE23959,3465288,DCN
GSE23959,3465290,DCN
GSE23959,3465292,DCN
GSE23959,3465293,DCN
GSE23959,3465295,DCN
GSE23959,3465307,DCN
GSE23959,3465308,DCN
GSE23959,3465310,DCN
GSE23959,3465314,DCN
GSE23959,3501224,COL4A2
GSE23959,3501225,COL4A2
GSE23959,3501226,COL4A2
GSE23959,3501227,COL4A2
GSE23959,3501247,COL4A2
GSE23959,3501263,COL4A2
GSE23959,3501264,COL4A2
GSE23959,3501266,COL4A2
GSE23959,3501268,COL4A2
GSE23959,3501269,COL4A2
GSE23959,3501275,COL4A2
GSE23959,3501278,COL4A2
GSE23959,3501282,COL4A2
GSE23959,3501289,COL4A2
GSE23959,3501293,COL4A2
GSE23959,3501295,COL4A2
GSE23959,3501300,COL4A2
GSE23959,3501301,COL4A2
GSE23959,3501305,COL4A2
GSE23959,3501306,COL4A2
GSE23959,3501308,COL4A2
GSE23959,3501310,COL4A2
GSE23959,3501312,COL4A2
GSE23959,3501316,COL4A2
GSE23959,3501317,COL4A2
GSE23959,3501329,COL4A2
GSE23959,3501332,COL4A2
GSE23959,3501335,COL4A2
GSE23959,3501337,COL4A2
GSE23959,3501339,COL4A2
GSE23959,3501340,COL4A2
GSE23959,3501343,COL4A2
GSE23959,3501350,COL4A2
GSE23959,3501351,COL4A2
GSE23959,3501352,COL4A2
GSE23959,3501355,COL4A2
GSE23959,3501356,COL4A2
GSE23959,3501359,COL4A2
GSE23959,3501360,COL4A2
GSE23959,3501363,COL4A2
GSE23959,3501364,COL4A2
GSE23959,3501365,COL4A2
GSE23959,3501366,COL4A2
GSE23959,3501367,COL4A2
GSE23959,3501368,COL4A2
GSE23959,3507287,FLT1
GSE23959,3507288,FLT1
GSE23959,3507294,FLT1
GSE23959,3507295,FLT1
GSE23959,3507300,FLT1
GSE23959,3507302,FLT1
GSE23959,3507307,FLT1
GSE23959,3507311,FLT1
GSE23959,3507312,FLT1
GSE23959,3507322,FLT1
GSE23959,3507323,FLT1
GSE23959,3507329,FLT1
GSE23959,3507337,FLT1
GSE23959,3507342,FLT1
GSE23959,3507343,FLT1
GSE23959,3507349,FLT1
GSE23959,3507358,FLT1
GSE23959,3507370,FLT1
GSE23959,3507372,FLT1
GSE23959,3507374,FLT1
GSE23959,3507375,FLT1
GSE23959,3507376,FLT1
GSE23959,3507377,FLT1
GSE23959,3507380,FLT1
GSE23959,3507393,FLT1
GSE23959,3507394,FLT1
GSE23959,3507411,FLT1
GSE23959,3510067,POSTN
GSE23959,3510068,POSTN
GSE23959,3510069,POSTN
GSE23959,3510070,POSTN
GSE23959,3510072,POSTN
GSE23959,3510081,POSTN
GSE23959,3510082,POSTN
GSE23959,3510084,POSTN
GSE23959,3510089,POSTN
GSE23959,3510091,POSTN
GSE23959,3510092,POSTN
GSE23959,3510093,POSTN
GSE23959,3510094,POSTN
GSE23959,3510095,POSTN
GSE23959,3510096,POSTN
GSE23959,3510097,POSTN
GSE23959,3510098,POSTN
GSE23959,3510099,POSTN
GSE23959,3510100,POSTN
GSE23959,3510101,POSTN
GSE23959,3510102,POSTN
GSE23959,3510103,POSTN
GSE23959,3510104,POSTN
GSE23959,3510105,POSTN
GSE23959,3510109,POSTN
GSE23959,3510110,POSTN
GSE23959,3524571,EFNB2
GSE23959,3524572,EFNB2
GSE23959,3524573,EFNB2
GSE23959,3524574,EFNB2
GSE23959,3524575,EFNB2
GSE23959,3524576,EFNB2
GSE23959,3524577,EFNB2
GSE23959,3524578,EFNB2
GSE23959,3524579,EFNB2
GSE23959,3524580,EFNB2
GSE23959,3524582,EFNB2
GSE23959,3524588,EFNB2
GSE23959,3524589,EFNB2
GSE23959,3524590,EFNB2
GSE23959,3524604,EFNB2
GSE23959,3525314,COL4A1
GSE23959,3525315,COL4A1
GSE23959,3525316,COL4A1
GSE23959,3525317,COL4A1
GSE23959,3525318,COL4A1
GSE23959,3525319,COL4A1
GSE23959,3525320,COL4A1
GSE23959,3525321,COL4A1
GSE23959,3525324,COL4A1
GSE23959,3525326,COL4A1
GSE23959,3525327,COL4A1
GSE23959,3525330,COL4A1
GSE23959,3525331,COL4A1
GSE23959,3525333,COL4A1
GSE23959,3525334,COL4A1
GSE23959,3525337,COL4A1
GSE23959,3525338,COL4A1
GSE23959,3525343,COL4A1
GSE23959,3525346,COL4A1
GSE23959,3525347,COL4A1
GSE23959,3525350,COL4A1
GSE23959,3525352,COL4A1
GSE23959,3525355,COL4A1
GSE23959,3525357,COL4A1
GSE23959,3525358,COL4A1
GSE23959,3525359,COL4A1
GSE23959,3525360,COL4A1
GSE23959,3525363,COL4A1
GSE23959,3525365,COL4A1
GSE23959,3525366,COL4A1
GSE23959,3525367,COL4A1
GSE23959,3525373,COL4A1
GSE23959,3525374,COL4A1
GSE23959,3525376,COL4A1
GSE23959,3525378,COL4A1
GSE23959,3525380,COL4A1
GSE23959,3525382,COL4A1
GSE23959,3525385,COL4A1
GSE23959,3525388,COL4A1
GSE23959,3525392,COL4A1
GSE23959,3525394,COL4A1
GSE23959,3525395,COL4A1
GSE23959,3525397,COL4A1
GSE23959,3525399,COL4A1
GSE23959,3525400,COL4A1
GSE23959,3525414,COL4A1
GSE23959,3525434,COL4A1
GSE23959,3539074,HIF1A
GSE23959,3539075,HIF1A
GSE23959,3539083,HIF1A
GSE23959,3539084,HIF1A
GSE23959,3539085,HIF1A
GSE23959,3539087,HIF1A
GSE23959,3539088,HIF1A
GSE23959,3539089,HIF1A
GSE23959,3539090,HIF1A
GSE23959,3539091,HIF1A
GSE23959,3539093,HIF1A
GSE23959,3539094,HIF1A
GSE23959,3539095,HIF1A
GSE23959,3539097,HIF1A
GSE23959,3539098,HIF1A
GSE23959,3539099,HIF1A
GSE23959,3539100,HIF1A
GSE23959,3539102,HIF1A
GSE23959,3539103,HIF1A
GSE23959,3539104,HIF1A
GSE23959,3557433,MYH6
GSE23959,3557434,MYH6
GSE23959,3557435,MYH6
GSE23959,3557436,MYH6
GSE23959,3557437,MYH6
GSE23959,3557439,MYH6
GSE23959,3557443,MYH6
GSE23959,3557444,MYH6
GSE23959,3557446,MYH6
GSE23959,3557449,MYH6
GSE23959,3557451,MYH6
GSE23959,3557457,MYH6
GSE23959,3557459,MYH6
GSE23959,3557460,MYH6
GSE23959,3557461,MYH6
GSE23959,3557462,MYH6
GSE23959,3557465,MYH6
GSE23959,3557466,MYH6
GSE23959,3557467,MYH6
GSE23959,3557472,MYH6
GSE23959,3557473,MYH6
GSE23959,3557474,MYH6
GSE23959,3557475,MYH6
GSE23959,3557476,MYH6
GSE23959,3557477,MYH6
GSE23959,3557478,MYH6
GSE23959,3557483,MYH6
GSE23959,3557484,MYH6
GSE23959,3557505,MYH7
GSE23959,3557511,MYH7
GSE23959,3557513,MYH7
GSE23959,3557516,MYH7
GSE23959,3557517,MYH7
GSE23959,3557522,MYH7
GSE23959,3557528,MYH7
GSE23959,3557530,MYH7
GSE23959,3557532,MYH7
GSE23959,3557534,MYH7
GSE23959,3557536,MYH7
GSE23959,3557542,MYH7
GSE23959,3557543,MYH7
GSE23959,3557545,MYH7
GSE23959,3557549,MYH7
GSE23959,3557550,MYH7
GSE23959,3557551,MYH7
GSE23959,3557552,MYH7
GSE23959,3557553,MYH7
GSE23959,3557554,MYH7
GSE23959,3557557,MYH7
GSE23959,3557562,MYH7
GSE23959,3557563,MYH7
GSE23959,3557564,MYH7
GSE23959,3590241,DLL4
GSE23959,3590242,DLL4
GSE23959,3590243,DLL4
GSE23959,3590244,DLL4
GSE23959,3590247,DLL4
GSE23959,3590248,DLL4
GSE23959,3590249,DLL4
GSE23959,3590250,DLL4
GSE23959,3590254,DLL4
GSE23959,3590255,DLL4
GSE23959,3590256,DLL4
GSE23959,3590257,DLL4
GSE23959,3590259,DLL4
GSE23959,3590260,DLL4
GSE23959,3598961,SMAD3
GSE23959,3598992,SMAD3
GSE23959,3598993,SMAD3
GSE23959,3598994,SMAD3
GSE23959,3598999,SMAD3
GSE23959,3599014,SMAD3
GSE23959,3599016,SMAD3
GSE23959,3599023,SMAD3
GSE23959,3599028,SMAD3
GSE23959,3599029,SMAD3
GSE23959,3599031,SMAD3
GSE23959,3599032,SMAD3
GSE23959,3599033,SMAD3
GSE23959,3599034,SMAD3
GSE23959,3599035,SMAD3
GSE23959,3599036,SMAD3
GSE23959,3599037,SMAD3
GSE23959,3617724,ACTC1
GSE23959,3617725,ACTC1
GSE23959,3617728,ACTC1
GSE23959,3617732,ACTC1
GSE23959,3617733,ACTC1
GSE23959,3617735,ACTC1
GSE23959,3617736,ACTC1
GSE23959,3664673,CDH5
GSE23959,3664677,CDH5
GSE23959,3664678,CDH5
GSE23959,3664680,CDH5
GSE23959,3664683,CDH5
GSE23959,3664684,CDH5
GSE23959,3664686,CDH5
GSE23959,3664689,CDH5
GSE23959,3664692,CDH5
GSE23959,3664693,CDH5
GSE23959,3664694,CDH5
GSE23959,3664697,CDH5
GSE23959,3664699,CDH5
GSE23959,3664700,CDH5
GSE23959,3664701,CDH5
GSE23959,3664702,CDH5
GSE23959,3664703,CDH5
GSE23959,3664704,CDH5
GSE23959,3664705,CDH5
GSE23959,3718169,CCL2
GSE23959,3718170,CCL2
GSE23959,3718173,CCL2
GSE23959,3718175,CCL2
GSE23959,3718176,CCL2
GSE23959,3762200,COL1A1
GSE23959,3762201,COL1A1
GSE23959,3762202,COL1A1
GSE23959,3762203,COL1A1
GSE23959,3762204,COL1A1
GSE23959,3762206,COL1A1
GSE23959,3762207,COL1A1
GSE23959,3762208,COL1A1
GSE23959,3762210,COL1A1
GSE23959,3762211,COL1A1
GSE23959,3762212,COL1A1
GSE23959,3762213,COL1A1
GSE23959,3762215,COL1A1
GSE23959,3762217,COL1A1
GSE23959,3762218,COL1A1
GSE23959,3762221,COL1A1
GSE23959,3762222,COL1A1
GSE23959,3762227,COL1A1
GSE23959,3762228,COL1A1
GSE23959,3762234,COL1A1
GSE23959,3762236,COL1A1
GSE23959,3762238,COL1A1
GSE23959,3762239,COL1A1
GSE23959,3762241,COL1A1
GSE23959,3762242,COL1A1
GSE23959,3762244,COL1A1
GSE23959,3762245,COL1A1
GSE23959,3762250,COL1A1
GSE23959,3762257,COL1A1
GSE23959,3762258,COL1A1
GSE23959,3762260,COL1A1
GSE23959,3762262,COL1A1
GSE23959,3762263,COL1A1
GSE23959,3762267,COL1A1
GSE23959,3762268,COL1A1
GSE23959,3762269,COL1A1
GSE23959,3762270,COL1A1
GSE23959,3766805,PECAM1
GSE23959,3766806,PECAM1
GSE23959,3766819,PECAM1
GSE23959,3766824,PECAM1
GSE23959,3766825,PECAM1
GSE23959,3766828,PECAM1
GSE23959,3766830,PECAM1
GSE23959,3766831,PECAM1
GSE23959,3766833,PECAM1
GSE23959,3766834,PECAM1
GSE23959,3766835,PECAM1
GSE23959,3766838,PECAM1
GSE23959,3766841,PECAM1
GSE23959,3766848,PECAM1
GSE23959,3766849,PECAM1
GSE23959,3766850,PECAM1
GSE23959,3766851,PECAM1
GSE23959,3806908,SMAD2
GSE23959,3806909,SMAD2
GSE23959,3806915,SMAD2
GSE23959,3806916,SMAD2
GSE23959,3806918,SMAD2
GSE23959,3806919,SMAD2
GSE23959,3806924,SMAD2
GSE23959,3806926,SMAD2
GSE23959,3806928,SMAD2
GSE23959,3806929,SMAD2
GSE23959,3806931,SMAD2
GSE23959,3806933,SMAD2
GSE23959,3806937,SMAD2
GSE23959,3806938,SMAD2
GSE23959,3806939,SMAD2
GSE23959,3806946,SMAD2
GSE23959,3806947,SMAD2
GSE23959,3806957,SMAD2
GSE23959,3820444,ICAM1
GSE23959,3820445,ICAM1
GSE23959,3820446,ICAM1
GSE23959,3820447,ICAM1
GSE23959,3820449,ICAM1
GSE23959,3820450,ICAM1
GSE23959,3820451,ICAM1
GSE23959,3820452,ICAM1
GSE23959,3820454,ICAM1
GSE23959,3820455,ICAM1
GSE23959,3823683,KLF2
GSE23959,3823685,KLF2
GSE23959,3823686,KLF2
GSE23959,3823687,KLF2
GSE23959,3823688,KLF2
GSE23959,3823689,KLF2
GSE23959,3823690,KLF2
GSE23959,3823691,KLF2
GSE23959,3823692,KLF2
GSE23959,3823695,KLF2
GSE23959,3823696,KLF2
GSE23959,3863028,TGFB1
GSE23959,3863029,TGFB1
GSE23959,3863030,TGFB1
GSE23959,3863032,TGFB1
GSE23959,3863033,TGFB1
GSE23959,3863035,TGFB1
GSE23959,3863036,TGFB1
GSE23959,3863037,TGFB1
GSE23959,3863039,TGFB1
GSE23959,3863040,TGFB1
GSE23959,3888528,SNAI1
GSE23959,3888529,SNAI1
GSE23959,3888530,SNAI1
GSE23959,3888532,SNAI1
GSE23959,3897506,JAG1
GSE23959,3897507,JAG1
GSE23959,3897508,JAG1
GSE23959,3897509,JAG1
GSE23959,3897510,JAG1
GSE23959,3897511,JAG1
GSE23959,3897512,JAG1
GSE23959,3897514,JAG1
GSE23959,3897515,JAG1
GSE23959,3897516,JAG1
GSE23959,3897517,JAG1
GSE23959,3897518,JAG1
GSE23959,3897519,JAG1
GSE23959,3897520,JAG1
GSE23959,3897527,JAG1
GSE23959,3897529,JAG1
GSE23959,3897535,JAG1
GSE23959,3897536,JAG1
GSE23959,3897537,JAG1
GSE23959,3897539,JAG1
GSE23959,3897540,JAG1
GSE23959,3897543,JAG1
GSE23959,3897544,JAG1
GSE23959,3897550,JAG1
GSE23959,3897552,JAG1
GSE23959,3897555,JAG1
GSE23959,3897558,JAG1
GSE23959,3897559,JAG1
GSE23959,3897568,JAG1
GSE23959,3897587,JAG1
GSE23959,3897588,JAG1
GSE23959,3897589,JAG1
GSE23959,3901044,THBD
GSE23959,3901045,THBD
GSE23959,3901046,THBD
GSE23959,3901047,THBD
GSE23959,3901048,THBD
GSE23959,3901049,THBD
GSE23959,3901050,THBD
GSE23959,3901051,THBD
GSE23959,3901052,THBD
GSE23959,3901053,THBD
GSE23959,3944140,HMOX1
GSE23959,3944141,HMOX1
GSE23959,3944142,HMOX1
GSE23959,3944144,HMOX1
GSE23959,3944145,HMOX1
GSE23959,3982476,PGK1
